  51.950         22.00        14.071
  51.975         22.33        14.177
  52.000         20.22        13.491
  52.025         21.67        13.964
  52.050         19.11        13.115
  52.075         24.89        14.967
  52.100         22.33        14.177
  52.125         21.89        14.036
  52.150         26.11        15.330
  52.175         21.33        13.856
  52.200         23.22        14.457
  52.225         24.00        14.697
  52.250         23.56        14.560
  52.275         23.78        14.629
  52.300         24.78        14.933
  52.325         26.11        15.330
  52.350         22.56        14.248
  52.375         26.00        15.297
  52.400         24.44        14.832
  52.425         25.22        15.067
  52.450         27.67        15.780
  52.475         24.11        14.731
  52.500         25.22        15.067
  52.525         24.22        14.765
  52.550         22.78        14.318
  52.575         26.00        15.297
  52.600         20.89        13.711
  52.625         20.67        13.638
  52.650         22.78        14.318
  52.675         25.44        15.133
  52.700         22.00        14.071
  52.725         21.56        13.928
  52.750         21.89        14.036
  52.775         23.67        14.595
  52.800         24.67        14.900
  52.825         22.89        14.353
  52.850         22.89        14.353
  52.875         21.44        13.892
  52.900         24.22        14.765
  52.925         22.00        14.071
  52.950         23.78        14.629
  52.975         25.78        15.232
  53.000         23.78        14.629
  53.025         21.33        13.856
  53.050         23.89        14.663
  53.075         24.33        14.799
  53.100         25.78        15.232
  53.125         24.44        14.832
  53.150         27.33        15.684
  53.175         20.44        13.565
  53.200         23.56        14.560
  53.225         25.11        15.033
  53.250         25.44        15.133
  53.275         25.56        15.166
  53.300         24.22        14.765
  53.325         26.78        15.524
  53.350         25.44        15.133
  53.375         31.22        16.763
  53.400         26.78        15.524
  53.425         28.00        15.875
  53.450         27.00        15.588
  53.475         27.00        15.588
  53.500         25.33        15.100
  53.525         26.89        15.556
  53.550         26.89        15.556
  53.575         23.67        14.595
  53.600         28.11        15.906
  53.625         29.67        16.340
  53.650         29.44        16.279
  53.675         33.56        17.378
  53.700         30.78        16.643
  53.725         30.67        16.613
  53.750         31.67        16.882
  53.775         29.33        16.248
  53.800         30.44        16.553
  53.825         32.89        17.205
  53.850         35.89        17.972
  53.875         30.44        16.553
  53.900         33.44        17.349
  53.925         32.22        17.029
  53.950         35.33        17.833
  53.975         37.56        18.385
  54.000         32.89        17.205
  54.025         37.00        18.248
  54.050         33.89        17.464
  54.075         36.89        18.221
  54.100         36.44        18.111
  54.125         40.44        19.079
  54.150         42.11        19.468
  54.175         42.11        19.468
  54.200         42.44        19.545
  54.225         41.56        19.339
  54.250         48.11        20.809
  54.275         44.67        20.050
  54.300         50.33        21.284
  54.325         47.89        20.761
  54.350         52.22        21.679
  54.375         56.22        22.494
  54.400         52.33        21.703
  54.425         58.44        22.935
  54.450         67.22        24.597
  54.475         63.67        23.937
  54.500         71.44        25.357
  54.525         84.22        27.532
  54.550         99.22        29.883
  54.575        116.67        32.404
  54.600        132.67        34.554
  54.625        154.44        37.283
  54.650        192.00        41.569
  54.675        235.33        46.022
  54.700        295.44        51.565
  54.725        378.33        58.352
  54.750        493.56        66.648
  54.775        648.78        76.413
  54.800        880.11        89.000
  54.825       1196.89       103.788
  54.850       1573.44       119.000
  54.875       1953.78       132.605
  54.900       2179.11       140.043
  54.925       2180.22       140.079
  54.950       1922.33       131.533
  54.975       1613.44       120.503
  55.000       1465.89       114.861
  55.025       1400.89       112.285
  55.050       1330.89       109.444
  55.075       1162.56       102.289
  55.100        896.00        89.800
  55.125        626.11        75.067
  55.150        448.22        63.514
  55.175        328.33        54.360
  55.200        247.11        47.159
  55.225        192.78        41.653
  55.250        150.11        36.756
  55.275        129.78        34.176
  55.300        109.89        31.448
  55.325         91.00        28.618
  55.350         83.89        27.477
  55.375         71.78        25.417
  55.400         66.22        24.413
  55.425         62.44        23.707
  55.450         52.11        21.656
  55.475         49.56        21.119
  55.500         45.67        20.273
  55.525         45.00        20.125
  55.550         45.00        20.125
  55.575         41.56        19.339
  55.600         41.89        19.416
  55.625         39.78        18.921
  55.650         34.33        17.578
  55.675         36.44        18.111
  55.700         36.89        18.221
  55.725         32.56        17.117
  55.750         34.00        17.493
  55.775         35.11        17.776
  55.800         29.78        16.371
  55.825         30.33        16.523
  55.850         30.44        16.553
  55.875         29.67        16.340
  55.900         30.11        16.462
  55.925         28.78        16.093
  55.950         26.78        15.524
  55.975         28.89        16.125
  56.000         25.89        15.264
  56.025         26.78        15.524
  56.050         26.00        15.297
  56.075         26.78        15.524
  56.100         23.56        14.560
  56.125         25.22        15.067
  56.150         25.67        15.199
  56.175         24.00        14.697
  56.200         23.22        14.457
  56.225         24.33        14.799
  56.250         26.44        15.427
  56.275         22.56        14.248
  56.300         24.56        14.866
  56.325         24.44        14.832
  56.350         24.11        14.731
  56.375         23.00        14.387
  56.400         23.78        14.629
  56.425         22.67        14.283
  56.450         22.89        14.353
  56.475         19.78        13.342
  56.500         23.44        14.526
  56.525         21.67        13.964
  56.550         21.22        13.820
  56.575         18.89        13.038
  56.600         21.89        14.036
  56.625         24.33        14.799
  56.650         20.56        13.601
  56.675         18.56        12.923
  56.700         22.44        14.213
  56.725         20.00        13.416
  56.750         18.67        12.961
  56.775         16.33        12.124
  56.800         17.67        12.610
  56.825         19.56        13.266
  56.850         20.67        13.638
  56.875         22.56        14.248
  56.900         23.11        14.422
  56.925         18.44        12.884
  56.950         16.67        12.247
  56.975         22.56        14.248
  57.000         18.89        13.038
  57.025         15.67        11.874
  57.050         22.44        14.213
  57.075         19.56        13.266
  57.100         16.56        12.207
  57.125         18.00        12.728
  57.150         20.78        13.675
  57.175         15.22        11.705
  57.200         17.11        12.410
  57.227          1.56         3.742
